stable_usage_key,choice_priority,reference_normalized,response_text,resolution_status,display_edition,nigeria_selection_id,nigeria_text,nigeria_source_url,rsvce_selection_id,rsvce_text,rsvce_source_url,nabre_selection_id,nabre_text,nabre_source_url,douay_rheims_text,douay_rheims_source_url
NG|celebration|most_holy_trinity|day|B|,2,"ps33:4-5,6,9,18-19,20,22",Blessed the people the Lord has chosen to be his own.,fallback,Catholic Daily RSVCE,,,,ps33_4_5_6_9_18_19_20_22,"R/. Blessed the people the Lord has chosen to be his own.

For the word of the LORD is upright; and all his work is done in faithfulness. He loves righteousness and justice; the earth is full of the steadfast love of the LORD.

R/. Blessed the people the Lord has chosen to be his own.

By the word of the LORD the heavens were made, and all their host by the breath of his mouth.

R/. Blessed the people the Lord has chosen to be his own.

For he spoke, and it came to be; he commanded, and it stood forth.

R/. Blessed the people the Lord has chosen to be his own.

Behold, the eye of the LORD is on those who fear him, on those who hope in his steadfast love, that he may deliver their soul from death, and keep them alive in famine.

R/. Blessed the people the Lord has chosen to be his own.

Our soul waits for the LORD; he is our help and shield.

R/. Blessed the people the Lord has chosen to be his own.

Let thy steadfast love, O LORD, be upon us, even as we hope in thee.

R/. Blessed the people the Lord has chosen to be his own.",repo://assets/rsvce.db,ps33_4_5_6_9_18_19_20_22,"R/. Blessed the people the Lord has chosen to be his own.

For the LORD’s word is upright; all his works are trustworthy. The earth is full of the mercy of the LORD.

R/. Blessed the people the Lord has chosen to be his own.

By the LORD’s word the heavens were made; by the breath of his mouth all their host.

R/. Blessed the people the Lord has chosen to be his own.

For he spoke, and it came to be, commanded, and it stood in place.

R/. Blessed the people the Lord has chosen to be his own.

Behold, the eye of the LORD is upon those who fear him, upon those who count on his mercy, To deliver their soul from death, and to keep them alive through famine.

R/. Blessed the people the Lord has chosen to be his own.

Our soul waits for the LORD, he is our help and shield.

R/. Blessed the people the Lord has chosen to be his own.

May your mercy, LORD, be upon us; as we put our hope in you.

R/. Blessed the people the Lord has chosen to be his own.",repo://assets/nabre.db,"R/. Blessed the people the Lord has chosen to be his own.

4 For the word of the Lord is right, and all his works are done with faithfulness.
5 He loveth mercy and judgment; the earth is full of the mercy of the Lord.
6 By the word of the Lord the heavens were established; and all the power of them by the spirit of his mouth:
9 For he spoke and they were made: he commanded and they were created.
18 Behold the eyes of the Lord are on them that fear him: and on them that hope in his mercy.
19 To deliver their souls from death; and feed them in famine.
20 Our soul waiteth for the Lord: for he is our helper and protector.
22 Let thy mercy, O Lord, be upon us, as we have hoped in thee.

R/. Blessed the people the Lord has chosen to be his own.",https://www.catholicgallery.org/mass-reading/260524/
NG|celebration|most_holy_trinity|day|C|,1,"ps8:4-5,6-7,8-9","O Lord, our Lord, how majestic is your name through all the earth!",fallback,Catholic Daily RSVCE,,,,ps8_4_5_6_7_8_9,"R/. O Lord, our Lord, how majestic is your name through all the earth!

When I look at thy heavens,the work of thy fingers, the moon and the stars which thou hast established; what is man that thou art mindful of him, and the son of man that thou dost care for him?

R/. O Lord, our Lord, how majestic is your name through all the earth!

Yet thou hast made him little less than God, and dost crown him with glory and honor. Thou hast given him dominion over the works of thy hands; thou hast put all things under his feet,

R/. O Lord, our Lord, how majestic is your name through all the earth!

all sheep and oxen, and also the beasts of the field, the birds of the air,and the fish of the sea, whatever passes along the paths of the sea.

R/. O Lord, our Lord, how majestic is your name through all the earth!",repo://assets/rsvce.db,ps8_4_5_6_7_8_9,"R/. O Lord, our Lord, how majestic is your name through all the earth!

When I see your heavens, the work of your fingers, the moon and stars that you set in place— What is man that you are mindful of him, and a son of man that you care for him?

R/. O Lord, our Lord, how majestic is your name through all the earth!

Yet you have made him little less than a god, crowned him with glory and honor. You have given him rule over the works of your hands, put all things at his feet:

R/. O Lord, our Lord, how majestic is your name through all the earth!

All sheep and oxen, even the beasts of the field, The birds of the air, the fish of the sea, and whatever swims the paths of the seas.

R/. O Lord, our Lord, how majestic is your name through all the earth!",repo://assets/nabre.db,"R/. O Lord, our Lord, how majestic is your name through all the earth!

4 For I will behold thy heavens, the works of thy fingers: the moon and the stars which thou hast founded.
5 What is man that thou art mindful of him? or the son of man that thou visitest him?
6 Thou hast made him a little less than the angels, thou hast crowned him with glory and honour:
7 And hast set him over the works of thy hands.
8 Thou hast subjected all things under his feet, all sheep and oxen: moreover the beasts also of the fields.
9 The birds of the air, and the fishes of the sea, that pass through the paths of the sea.

R/. O Lord, our Lord, how majestic is your name through all the earth!",https://www.catholicgallery.org/mass-reading/150625/
NG|celebration|most_holy_trinity|day|C|,2,"ps8:4-5,6-7,8-9","O Lord, our God, how wonderful your name in all the earth!",fallback,Catholic Daily RSVCE,,,,ps8_4_5_6_7_8_9,"R/. O Lord, our God, how wonderful your name in all the earth!

When I look at thy heavens,the work of thy fingers, the moon and the stars which thou hast established; what is man that thou art mindful of him, and the son of man that thou dost care for him?

R/. O Lord, our God, how wonderful your name in all the earth!

Yet thou hast made him little less than God, and dost crown him with glory and honor. Thou hast given him dominion over the works of thy hands; thou hast put all things under his feet,

R/. O Lord, our God, how wonderful your name in all the earth!

all sheep and oxen, and also the beasts of the field, the birds of the air,and the fish of the sea, whatever passes along the paths of the sea.

R/. O Lord, our God, how wonderful your name in all the earth!",repo://assets/rsvce.db,ps8_4_5_6_7_8_9,"R/. O Lord, our God, how wonderful your name in all the earth!

When I see your heavens, the work of your fingers, the moon and stars that you set in place— What is man that you are mindful of him, and a son of man that you care for him?

R/. O Lord, our God, how wonderful your name in all the earth!

Yet you have made him little less than a god, crowned him with glory and honor. You have given him rule over the works of your hands, put all things at his feet:

R/. O Lord, our God, how wonderful your name in all the earth!

All sheep and oxen, even the beasts of the field, The birds of the air, the fish of the sea, and whatever swims the paths of the seas.

R/. O Lord, our God, how wonderful your name in all the earth!",repo://assets/nabre.db,"R/. O Lord, our God, how wonderful your name in all the earth!

4 For I will behold thy heavens, the works of thy fingers: the moon and the stars which thou hast founded.
5 What is man that thou art mindful of him? or the son of man that thou visitest him?
6 Thou hast made him a little less than the angels, thou hast crowned him with glory and honour:
7 And hast set him over the works of thy hands.
8 Thou hast subjected all things under his feet, all sheep and oxen: moreover the beasts also of the fields.
9 The birds of the air, and the fishes of the sea, that pass through the paths of the sea.

R/. O Lord, our God, how wonderful your name in all the earth!",https://www.catholicgallery.org/mass-reading/150625/
NG|celebration|most_sacred_heart_of_jesus|day|A|,1,"ps103:1-2,3-4,6-7,8,10",The Lord's kindness is everlasting to those who fear him.,fallback,Catholic Daily RSVCE,,,,ps103_1_2_3_4_6_7_8_10,"R/. The Lord's kindness is everlasting to those who fear him.

Bless the LORD, O my soul; and all that is within me, bless his holy name! Bless the LORD, O my soul, and forget not all his benefits,

R/. The Lord's kindness is everlasting to those who fear him.

who forgives all your iniquity, who heals all your diseases, who redeems your life from the Pit, who crowns you with steadfast love and mercy,

R/. The Lord's kindness is everlasting to those who fear him.

The LORD works vindication and justice for all who are oppressed. He made known his ways to Moses, his acts to the people of Israel.

R/. The Lord's kindness is everlasting to those who fear him.

The LORD is merciful and gracious, slow to anger and abounding in steadfast love.

R/. The Lord's kindness is everlasting to those who fear him.

He does not deal with us according to our sins, nor requite us according to our iniquities.

R/. The Lord's kindness is everlasting to those who fear him.",repo://assets/rsvce.db,ps103_1_2_3_4_6_7_8_10,"R/. The Lord's kindness is everlasting to those who fear him.

Psalm 103 Praise of Divine Goodness - Of David. I - Bless the LORD, my soul; all my being, bless his holy name! Bless the LORD, my soul; and do not forget all his gifts,

R/. The Lord's kindness is everlasting to those who fear him.

Who pardons all your sins, and heals all your ills, Who redeems your life from the pit, and crowns you with mercy and compassion,

R/. The Lord's kindness is everlasting to those who fear him.

The LORD does righteous deeds, brings justice to all the oppressed. He made known his ways to Moses, to the Israelites his deeds.

R/. The Lord's kindness is everlasting to those who fear him.

Merciful and gracious is the LORD, slow to anger, abounding in mercy.

R/. The Lord's kindness is everlasting to those who fear him.

He has not dealt with us as our sins merit, nor requited us as our wrongs deserve.

R/. The Lord's kindness is everlasting to those who fear him.",repo://assets/nabre.db,,
NG|celebration|most_sacred_heart_of_jesus|day|B|,1,"isa12:2-3,4,5-6",You will draw water joyfully from the springs of salvation.,fallback,Catholic Daily RSVCE,,,,isa12_2_3_4_5_6,"R/. You will draw water joyfully from the springs of salvation.

""Behold, God is my salvation; I will trust, and will not be afraid; for the LORD GOD is my strength and my song, and he has become my salvation."" With joy you will draw water from the wells of salvation.

R/. You will draw water joyfully from the springs of salvation.

And you will say in that day: ""Give thanks to the LORD, call upon his name; make known his deeds among the nations, proclaim that his name is exalted.

R/. You will draw water joyfully from the springs of salvation.

""Sing praises to the LORD, for he has done gloriously; let this be known in all the earth. Shout, and sing for joy, O inhabitant of Zion, for great in your midst is the Holy One of Israel.""

R/. You will draw water joyfully from the springs of salvation.",repo://assets/rsvce.db,isa12_2_3_4_5_6,"R/. You will draw water joyfully from the springs of salvation.

For the LORD is my strength and my might, and he has been my salvation. With joy you will draw water from the fountains of salvation,

R/. You will draw water joyfully from the springs of salvation.

And you will say on that day: give thanks to the LORD, acclaim his name; Among the nations make known his deeds, proclaim how exalted is his name.

R/. You will draw water joyfully from the springs of salvation.

Sing praise to the LORD for he has done glorious things; let this be known throughout all the earth. Shout with exultation, City of Zion, for great in your midst is the Holy One of Israel!

R/. You will draw water joyfully from the springs of salvation.",repo://assets/nabre.db,,
NG|celebration|most_sacred_heart_of_jesus|day|C|,1,"ps23:1-3a,3b-4,5,6",The Lord is my shepherd; there is nothing I shall want.,exact_nigeria,Catholic Missal for Nigeria,ng:2026-03-15:responsorial-psalm:1,"R/. The Lord is my shepherd; there is nothing I shall want.

The Lord is my shepherd;
there is nothing I shall want.
Fresh and green are the pastures
where he gives me repose.
Near restful waters he leads me;
he revives my soul.

R/. The Lord is my shepherd; there is nothing I shall want.

He guides me along the right path,
for the sake of his name.
Though I should walk in the valley
of the shadow of death,
no evil would I fear,
for you are with me.
Your crook and your staff
will give me comfort.

R/. The Lord is my shepherd; there is nothing I shall want.

You have prepared a table before me
in the sight of my foes.
My head you have anointed with oil;
my cup is overflowing.

R/. The Lord is my shepherd; there is nothing I shall want.

Surely goodness and mercy shall follow me
all the days of my life.
In the Lord’s own house shall I dwell
for length of days unending.

R/. The Lord is my shepherd; there is nothing I shall want.",https://firestore.googleapis.com/v1/projects/catholic-missal/databases/(default)/documents/NigeriaReading,ps23_1_3a_3b_4_5_6,"R/. The Lord is my shepherd; there is nothing I shall want.

The LORD is my shepherd, I shall not want; he makes me lie down in green pastures. He leads me beside still waters; he restores my soul.  He leads me in paths of righteousness for his name's sake.

R/. The Lord is my shepherd; there is nothing I shall want.

he restores my soul.  He leads me in paths of righteousness for his name's sake. Even though I walk through the valley of the shadow of death, I fear no evil;for thou art with me; thy rod and thy staff, they comfort me.

R/. The Lord is my shepherd; there is nothing I shall want.

Thou preparest a table before mein the presence of my enemies; thou anointest my head with oil, my cup overflows.

R/. The Lord is my shepherd; there is nothing I shall want.

Surely goodness and mercy shall follow me all the days of my life; and I shall dwell in the house of the LORD for ever.

R/. The Lord is my shepherd; there is nothing I shall want.",repo://assets/rsvce.db,ps23_1_3a_3b_4_5_6,"R/. The Lord is my shepherd; there is nothing I shall want.

Psalm 23 The Lord, Shepherd and Host - A psalm of David. I - The LORD is my shepherd; there is nothing I lack. In green pastures he makes me lie down; to still waters he leads me; he restores my soul. He guides me along right paths for the sake of his name.

R/. The Lord is my shepherd; there is nothing I shall want.

he restores my soul. He guides me along right paths for the sake of his name. Even though I walk through the valley of the shadow of death, I will fear no evil, for you are with me; your rod and your staff comfort me.

R/. The Lord is my shepherd; there is nothing I shall want.

You set a table before me in front of my enemies; You anoint my head with oil; my cup overflows.

R/. The Lord is my shepherd; there is nothing I shall want.

Indeed, goodness and mercy will pursue me all the days of my life; I will dwell in the house of the LORD for endless days.

R/. The Lord is my shepherd; there is nothing I shall want.",repo://assets/nabre.db,,
NG|celebration|most_sacred_heart_of_jesus|day||,1,"ps103:1-2,3-4,6-7,8,10",The mercy of the Lord is everlasting upon those who hold him in fear.,exact_nigeria,Catholic Missal for Nigeria,ng:2026-06-12:responsorial-psalm:1,"R/. The mercy of the Lord is everlasting upon those who hold him in fear.

Bless the Lord, O my soul,
and all within me, his holy name.
Bless the Lord, O my soul,
and never forget all his benefits.

R/. The mercy of the Lord is everlasting upon those who hold him in fear.

It is the Lord who forgives all your sins,
who heals every one of your ills,
who redeems your life from the grave,
who crowns you with mercy and compassion.

R/. The mercy of the Lord is everlasting upon those who hold him in fear.

The Lord does just deeds,
gives full justice to all who are oppressed.
He made known his ways to Moses,
and his deeds to the children of Israel.

R/. The mercy of the Lord is everlasting upon those who hold him in fear.

The Lord is compassionate and gracious,
slow to anger and rich in mercy.
He does not treat us according to our sins,
nor repay us according to our faults.

R/. The mercy of the Lord is everlasting upon those who hold him in fear.",https://firestore.googleapis.com/v1/projects/catholic-missal/databases/(default)/documents/NigeriaReading,ps103_1_2_3_4_6_7_8_10,"R/. The mercy of the Lord is everlasting upon those who hold him in fear.

Bless the LORD, O my soul; and all that is within me, bless his holy name! Bless the LORD, O my soul, and forget not all his benefits,

R/. The mercy of the Lord is everlasting upon those who hold him in fear.

who forgives all your iniquity, who heals all your diseases, who redeems your life from the Pit, who crowns you with steadfast love and mercy,

R/. The mercy of the Lord is everlasting upon those who hold him in fear.

The LORD works vindication and justice for all who are oppressed. He made known his ways to Moses, his acts to the people of Israel.

R/. The mercy of the Lord is everlasting upon those who hold him in fear.

The LORD is merciful and gracious, slow to anger and abounding in steadfast love.

R/. The mercy of the Lord is everlasting upon those who hold him in fear.

He does not deal with us according to our sins, nor requite us according to our iniquities.

R/. The mercy of the Lord is everlasting upon those who hold him in fear.",repo://assets/rsvce.db,ps103_1_2_3_4_6_7_8_10,"R/. The mercy of the Lord is everlasting upon those who hold him in fear.

Psalm 103 Praise of Divine Goodness - Of David. I - Bless the LORD, my soul; all my being, bless his holy name! Bless the LORD, my soul; and do not forget all his gifts,

R/. The mercy of the Lord is everlasting upon those who hold him in fear.

Who pardons all your sins, and heals all your ills, Who redeems your life from the pit, and crowns you with mercy and compassion,

R/. The mercy of the Lord is everlasting upon those who hold him in fear.

The LORD does righteous deeds, brings justice to all the oppressed. He made known his ways to Moses, to the Israelites his deeds.

R/. The mercy of the Lord is everlasting upon those who hold him in fear.

Merciful and gracious is the LORD, slow to anger, abounding in mercy.

R/. The mercy of the Lord is everlasting upon those who hold him in fear.

He has not dealt with us as our sins merit, nor requited us as our wrongs deserve.

R/. The mercy of the Lord is everlasting upon those who hold him in fear.",repo://assets/nabre.db,,
NG|celebration|most_sacred_heart_of_jesus|day||,2,"isaiah12:2-3,4,5-6",You will draw water joyfully from the springs of salvation.,fallback,Catholic Daily RSVCE,,,,local_rsvce:expanded:7999e9c6d84715f9,"R/. You will draw water joyfully from the springs of salvation.

""Behold, God is my salvation; I will trust, and will not be afraid; for the LORD GOD is my strength and my song, and he has become my salvation."" With joy you will draw water from the wells of salvation.

R/. You will draw water joyfully from the springs of salvation.

And you will say in that day: ""Give thanks to the LORD, call upon his name; make known his deeds among the nations, proclaim that his name is exalted.

R/. You will draw water joyfully from the springs of salvation.

""Sing praises to the LORD, for he has done gloriously; let this be known in all the earth. Shout, and sing for joy, O inhabitant of Zion, for great in your midst is the Holy One of Israel.""

R/. You will draw water joyfully from the springs of salvation.",repo://C:/dev/catholicdaily-flutter/assets/rsvce.db,local_nabre:expanded:7999e9c6d84715f9,"R/. You will draw water joyfully from the springs of salvation.

For the LORD is my strength and my might, and he has been my salvation. With joy you will draw water from the fountains of salvation,

R/. You will draw water joyfully from the springs of salvation.

And you will say on that day: give thanks to the LORD, acclaim his name; Among the nations make known his deeds, proclaim how exalted is his name.

R/. You will draw water joyfully from the springs of salvation.

Sing praise to the LORD for he has done glorious things; let this be known throughout all the earth. Shout with exultation, City of Zion, for great in your midst is the Holy One of Israel!

R/. You will draw water joyfully from the springs of salvation.",repo://C:/dev/catholicdaily-flutter/assets/nabre.db,"R/. You will draw water joyfully from the springs of salvation.

2 Behold, God is my saviour, I will deal confidently, and will not fear: O because the Lord is my strength, and my praise, and he is become my salvation.
3 You shall draw waters with joy out of the saviour’s fountains:
4 And you shall say in that day: Praise ye the Lord, and call upon his name: make his works known among the people: remember that his name is high.
5 Sing ye to the Lord, for he hath done great things: shew this forth in all the earth.
6 Rejoice, and praise, O thou habitation of Sion: for great is he that is in the midst of thee, the Holy One of Israel.

R/. You will draw water joyfully from the springs of salvation.",https://www.catholicgallery.org/mass-reading/070624/
NG|celebration|most_sacred_heart_of_jesus|day||,3,"ps23:1-3a,3b-4,5,6",The Lord is my shepherd; there is nothing I shall want.,exact_nigeria,Catholic Missal for Nigeria,ng:2026-03-15:responsorial-psalm:1,"R/. The Lord is my shepherd; there is nothing I shall want.

The Lord is my shepherd;
there is nothing I shall want.
Fresh and green are the pastures
where he gives me repose.
Near restful waters he leads me;
he revives my soul.

R/. The Lord is my shepherd; there is nothing I shall want.

He guides me along the right path,
for the sake of his name.
Though I should walk in the valley
of the shadow of death,
no evil would I fear,
for you are with me.
Your crook and your staff
will give me comfort.

R/. The Lord is my shepherd; there is nothing I shall want.

You have prepared a table before me
in the sight of my foes.
My head you have anointed with oil;
my cup is overflowing.

R/. The Lord is my shepherd; there is nothing I shall want.

Surely goodness and mercy shall follow me
all the days of my life.
In the Lord’s own house shall I dwell
for length of days unending.

R/. The Lord is my shepherd; there is nothing I shall want.",https://firestore.googleapis.com/v1/projects/catholic-missal/databases/(default)/documents/NigeriaReading,ps23_1_3a_3b_4_5_6,"R/. The Lord is my shepherd; there is nothing I shall want.

The LORD is my shepherd, I shall not want; he makes me lie down in green pastures. He leads me beside still waters; he restores my soul.  He leads me in paths of righteousness for his name's sake.

R/. The Lord is my shepherd; there is nothing I shall want.

he restores my soul.  He leads me in paths of righteousness for his name's sake. Even though I walk through the valley of the shadow of death, I fear no evil;for thou art with me; thy rod and thy staff, they comfort me.

R/. The Lord is my shepherd; there is nothing I shall want.

Thou preparest a table before mein the presence of my enemies; thou anointest my head with oil, my cup overflows.

R/. The Lord is my shepherd; there is nothing I shall want.

Surely goodness and mercy shall follow me all the days of my life; and I shall dwell in the house of the LORD for ever.

R/. The Lord is my shepherd; there is nothing I shall want.",repo://assets/rsvce.db,ps23_1_3a_3b_4_5_6,"R/. The Lord is my shepherd; there is nothing I shall want.

Psalm 23 The Lord, Shepherd and Host - A psalm of David. I - The LORD is my shepherd; there is nothing I lack. In green pastures he makes me lie down; to still waters he leads me; he restores my soul. He guides me along right paths for the sake of his name.

R/. The Lord is my shepherd; there is nothing I shall want.

he restores my soul. He guides me along right paths for the sake of his name. Even though I walk through the valley of the shadow of death, I will fear no evil, for you are with me; your rod and your staff comfort me.

R/. The Lord is my shepherd; there is nothing I shall want.

You set a table before me in front of my enemies; You anoint my head with oil; my cup overflows.

R/. The Lord is my shepherd; there is nothing I shall want.

Indeed, goodness and mercy will pursue me all the days of my life; I will dwell in the house of the LORD for endless days.

R/. The Lord is my shepherd; there is nothing I shall want.",repo://assets/nabre.db,"R/. The Lord is my shepherd; there is nothing I shall want.

1 The Lord ruleth me: and I shall want nothing.
2 He hath set me in a place of pasture. He hath brought me up, on the water of refreshment:
3a He hath converted my soul.
3b He hath led me on the paths of justice, for his own name’s sake.
4 For though I should walk in the midst of the shadow of death, I will fear no evils, for thou art with me. Thy rod and thy staff, they have comforted me.
5 Thou hast prepared a table before me against them that afflict me. Thou hast anointed my head with oil; and my chalice which inebriateth me, how goodly is it!
6 And thy mercy will follow me all the days of my life. And that I may dwell in the house of the Lord unto length of days.

R/. The Lord is my shepherd; there is nothing I shall want.",https://www.catholicgallery.org/mass-reading/270625/
NG|celebration|nativity_of_blessed_virgin_mary|day||,1,"ps13:5,6",I will greatly rejoice in the Lord.,exact_nigeria,Catholic Missal for Nigeria,ng:2026-09-08:responsorial-psalm:1,"R/. I will greatly rejoice in the Lord.

As for me, I trust in your merciful love.
Let my heart rejoice in your salvation.

R/. I will greatly rejoice in the Lord.

I will sing to the Lord
who has been bountiful with me.

R/. I will greatly rejoice in the Lord.",https://firestore.googleapis.com/v1/projects/catholic-missal/databases/(default)/documents/NigeriaReading,ps13_5_6,"R/. I will greatly rejoice in the Lord.

But I have trusted in thy steadfast love; my heart shall rejoice in thy salvation.

R/. I will greatly rejoice in the Lord.

I will sing to the LORD, because he has dealt bountifully with me.

R/. I will greatly rejoice in the Lord.",repo://assets/rsvce.db,ps13_5_6,"R/. I will greatly rejoice in the Lord.

Lest my enemy say, “I have prevailed,” lest my foes rejoice at my downfall.

R/. I will greatly rejoice in the Lord.

Grant my heart joy in your salvation, I will sing to the LORD, for he has dealt bountifully with me!

R/. I will greatly rejoice in the Lord.",repo://assets/nabre.db,,
NG|celebration|nativity_of_blessed_virgin_mary|day||,2,ps13:6,With delight I rejoice in the Lord.,reconstructed_nigeria,Catholic Missal for Nigeria,ng:reconstructed:c0e39c51a7d04735,"R/. With delight I rejoice in the Lord.

I will sing to the Lord
who has been bountiful with me.

R/. With delight I rejoice in the Lord.",repo://verification/psalm_sources/nigeria_complete_liturgical_coverage.csv,local_rsvce:expanded:8d54632d16778f8a,"R/. With delight I rejoice in the Lord.

I will sing to the LORD, because he has dealt bountifully with me.

R/. With delight I rejoice in the Lord.",repo://C:/dev/catholicdaily-flutter/assets/rsvce.db,local_nabre:expanded:8d54632d16778f8a,"R/. With delight I rejoice in the Lord.

Grant my heart joy in your salvation, I will sing to the LORD, for he has dealt bountifully with me!

R/. With delight I rejoice in the Lord.",repo://C:/dev/catholicdaily-flutter/assets/nabre.db,,
NG|celebration|nativity_of_saint_john_the_baptist|day|A|,1,"ps139:1b-3,13-14ab,14c-15","I praise you, for I am wonderfully made.",fallback,Catholic Daily RSVCE,,,,ps139_1b_3_13_14ab_14c_15,"R/. I praise you, for I am wonderfully made.

O LORD, thou hast searched me and known me! Thou knowest when I sit down and when I rise up; thou discernest my thoughts from afar. Thou searchest out my path and my lying down, and art acquainted with all my ways.

R/. I praise you, for I am wonderfully made.

For thou didst form my inward parts, thou didst knit me together in my mother's womb. I praise thee, for thou art fearful and wonderful.  Wonderful are thy works! Thou knowest me right well;

R/. I praise you, for I am wonderfully made.

I praise thee, for thou art fearful and wonderful.  Wonderful are thy works! Thou knowest me right well; my frame was not hidden from thee,when I was being made in secret, intricately wrought in the depths of the earth.

R/. I praise you, for I am wonderfully made.",repo://assets/rsvce.db,ps139_1b_3_13_14ab_14c_15,"R/. I praise you, for I am wonderfully made.

Psalm 139 The All-knowing and Ever-present God - For the leader. A psalm of David. I - LORD, you have probed me, you know me: you know when I sit and stand; you understand my thoughts from afar. You sift through my travels and my rest; with all my ways you are familiar.

R/. I praise you, for I am wonderfully made.

You formed my inmost being; you knit me in my mother’s womb. I praise you, because I am wonderfully made; wonderful are your works! My very self you know.

R/. I praise you, for I am wonderfully made.

I praise you, because I am wonderfully made; wonderful are your works! My very self you know. My bones are not hidden from you, When I was being made in secret, fashioned in the depths of the earth.

R/. I praise you, for I am wonderfully made.",repo://assets/nabre.db,,
NG|celebration|nativity_of_saint_john_the_baptist|day|B|,1,"ps139:1b-3,13-14ab,14c-15","I praise you, for I am wonderfully made.",fallback,Catholic Daily RSVCE,,,,ps139_1b_3_13_14ab_14c_15,"R/. I praise you, for I am wonderfully made.

O LORD, thou hast searched me and known me! Thou knowest when I sit down and when I rise up; thou discernest my thoughts from afar. Thou searchest out my path and my lying down, and art acquainted with all my ways.

R/. I praise you, for I am wonderfully made.

For thou didst form my inward parts, thou didst knit me together in my mother's womb. I praise thee, for thou art fearful and wonderful.  Wonderful are thy works! Thou knowest me right well;

R/. I praise you, for I am wonderfully made.

I praise thee, for thou art fearful and wonderful.  Wonderful are thy works! Thou knowest me right well; my frame was not hidden from thee,when I was being made in secret, intricately wrought in the depths of the earth.

R/. I praise you, for I am wonderfully made.",repo://assets/rsvce.db,ps139_1b_3_13_14ab_14c_15,"R/. I praise you, for I am wonderfully made.

Psalm 139 The All-knowing and Ever-present God - For the leader. A psalm of David. I - LORD, you have probed me, you know me: you know when I sit and stand; you understand my thoughts from afar. You sift through my travels and my rest; with all my ways you are familiar.

R/. I praise you, for I am wonderfully made.

You formed my inmost being; you knit me in my mother’s womb. I praise you, because I am wonderfully made; wonderful are your works! My very self you know.

R/. I praise you, for I am wonderfully made.

I praise you, because I am wonderfully made; wonderful are your works! My very self you know. My bones are not hidden from you, When I was being made in secret, fashioned in the depths of the earth.

R/. I praise you, for I am wonderfully made.",repo://assets/nabre.db,,
NG|celebration|nativity_of_saint_john_the_baptist|day|C|,1,"ps139:1b-3,13-14ab,14c-15","I praise you, for I am wonderfully made.",fallback,Catholic Daily RSVCE,,,,ps139_1b_3_13_14ab_14c_15,"R/. I praise you, for I am wonderfully made.

O LORD, thou hast searched me and known me! Thou knowest when I sit down and when I rise up; thou discernest my thoughts from afar. Thou searchest out my path and my lying down, and art acquainted with all my ways.

R/. I praise you, for I am wonderfully made.

For thou didst form my inward parts, thou didst knit me together in my mother's womb. I praise thee, for thou art fearful and wonderful.  Wonderful are thy works! Thou knowest me right well;

R/. I praise you, for I am wonderfully made.

I praise thee, for thou art fearful and wonderful.  Wonderful are thy works! Thou knowest me right well; my frame was not hidden from thee,when I was being made in secret, intricately wrought in the depths of the earth.

R/. I praise you, for I am wonderfully made.",repo://assets/rsvce.db,ps139_1b_3_13_14ab_14c_15,"R/. I praise you, for I am wonderfully made.

Psalm 139 The All-knowing and Ever-present God - For the leader. A psalm of David. I - LORD, you have probed me, you know me: you know when I sit and stand; you understand my thoughts from afar. You sift through my travels and my rest; with all my ways you are familiar.

R/. I praise you, for I am wonderfully made.

You formed my inmost being; you knit me in my mother’s womb. I praise you, because I am wonderfully made; wonderful are your works! My very self you know.

R/. I praise you, for I am wonderfully made.

I praise you, because I am wonderfully made; wonderful are your works! My very self you know. My bones are not hidden from you, When I was being made in secret, fashioned in the depths of the earth.

R/. I praise you, for I am wonderfully made.",repo://assets/nabre.db,,
